305.8*,305.8X,305.X,305.X,TRUE,5,305.8,Nationale und ethnische Gruppen,,,,,,,,,,QUB 400 OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300 OR LEI 490 OR LEW 90*-LEW 92* OR QUC 900,,,,,,,,,,,,,,"lkl=""qub 400"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300"" or lkl=""lei 490"" or lkl=""lew 90?-lew 92?"" or lkl=""quc 900""",,,,,"{""fi"":""lkl=\""qub 400\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\"" or lkl=\""lei 490\"" or lkl=\""lew 90?-lew 92?\"" or lkl=\""quc 900\""""}"
305.81,305.81,305.8X,305.8X,TRUE,0,305.8 AND t0900,Zeitlich übergreifend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
305.82,305.82,305.8X,305.8X,TRUE,0,305.8 AND t0902,Mittelalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
305.83,305.83,305.8X,305.8X,TRUE,0,305.8 AND t0903,Frühe Neuzeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
305.84,305.84,305.8X,305.8X,TRUE,0,305.8 AND t09034,19. Jahrhundert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
305.85,305.85,305.8X,305.8X,TRUE,0,305.8 AND t0904,20. Jahrhundert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
305.9*,305.9X,305.X,305.X,TRUE,5,305.X,"Randgruppen, Sonstige Gruppen","hier auch 305.9, 305.6, 305.7",,,,,,,,,QUB 400 OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300 OR LEI 490 OR LEW 90*-LEW 92* OR QUC 900,,,,,,,,,,,,,,"lkl=""qub 400"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300"" or lkl=""lei 490"" or lkl=""lew 90?-lew 92?"" or lkl=""quc 900""",,,,,"{""fi"":""lkl=\""qub 400\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\"" or lkl=\""lei 490\"" or lkl=\""lew 90?-lew 92?\"" or lkl=\""quc 900\""""}"
305.91,305.91,305.9X,305.9X,TRUE,0,305.X AND t0900,Zeitlich übergreifend,,,,,,,,,,PNN 300,,,,,,,,,,,,,,"lkl=""pnn 300""",,,,,"{""fi"":""lkl=\""pnn 300\""""}"
305.92,305.92,305.9X,305.9X,TRUE,0,305.X AND t0902,Mittelalter,,,,,,,,,,PNO 300,,,,,,,,,,,,,,"lkl=""pno 300""",,,,,"{""fi"":""lkl=\""pno 300\""""}"
305.93,305.93,305.9X,305.9X,TRUE,0,305.X AND t0903,Frühe Neuzeit,,,,,,,,,,PNP 300,,,,,,,,,,,,,,"lkl=""pnp 300""",,,,,"{""fi"":""lkl=\""pnp 300\""""}"
305.94,305.94,305.9X,305.9X,TRUE,0,305.X AND t09034,19. Jahrhundert,,,,,,,,,,PNQ 300,,,,,,,,,,,,,,"lkl=""pnq 300""",,,,,"{""fi"":""lkl=\""pnq 300\""""}"
305.95,305.95,305.9X,305.9X,TRUE,0,305.X AND t0904,20. Jahrhundert,,,,,,,,,,PNR 300,,,,,,,,,,,,,,"lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""pnr 300\""""}"
306.*,306.X,30X,30X,TRUE,7,306.*,Kultur und Institutionen,,,,,,,,,,PNN 500 OR PNO 500 OR PNP 500 OR PNQ 500 OR PNR 500,,,,,,,,,,,,,,"lkl=""pnn 500"" or lkl=""pno 500"" or lkl=""pnp 500"" or lkl=""pnq 500"" or lkl=""pnr 500""",,,,,"{""fi"":""lkl=\""pnn 500\"" or lkl=\""pno 500\"" or lkl=\""pnp 500\"" or lkl=\""pnq 500\"" or lkl=\""pnr 500\""""}"
306.1*,306.1X,306.X,306.X,TRUE,5,306.09,Sozialgeschichte,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
306.11,306.11,306.1X,306.1X,TRUE,0,306.09 AND t0900,Zeitlich übergreifend,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
306.12,306.12,306.1X,306.1X,TRUE,0,306.09 AND t0902,Mittelalter,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
306.13,306.13,306.1X,306.1X,TRUE,0,306.09 AND t0903,Frühe Neuzeit,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
306.14,306.14,306.1X,306.1X,TRUE,0,306.09 AND t09034,19. Jahrhundert,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
306.15,306.15,306.1X,306.1X,TRUE,0,306.09 AND t0904,20. Jahrhundert,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
306.2,306.2,306.X,306.X,TRUE,0,306.2,Politische Soziologie,,,,,,,,,,LFN*,,,,,,,,,,,,,,"lkl=""lfn?""",,,,,"{""fi"":""lkl=\""lfn?\""""}"
306.3,306.3,306.X,306.X,TRUE,0,306.3,Wirtschaftssoziologie,,,,,,,,,,LM 06*,,,,,,,,,,,,,,"lkl=""lm 06?""",,,,,"{""fi"":""lkl=\""lm 06?\""""}"
306.4,306.4,306.X,306.X,TRUE,0,306.4,"Kultursoziologie (Wissen, Religion, Bildung, Kunst, Sprache, Sport etc.)",,,,,,,,,,LEE 220 OR PNN 500 OR PNO 500 OR PNP 500 OR PNQ 500 OR PNR 500,,,,,,,,,,,,,,"lkl=""lee 220"" or lkl=""pnn 500"" or lkl=""pno 500"" or lkl=""pnp 500"" or lkl=""pnq 500"" or lkl=""pnr 500""",,,,,"{""fi"":""lkl=\""lee 220\"" or lkl=\""pnn 500\"" or lkl=\""pno 500\"" or lkl=\""pnp 500\"" or lkl=\""pnq 500\"" or lkl=\""pnr 500\""""}"
306.7,306.7,306.X,306.X,TRUE,0,306.7,Sexualität,,,,,,,,,,LEG 230,,,,,,,,,,,,,,"lkl=""leg 230""",,,,,"{""fi"":""lkl=\""leg 230\""""}"
306.8,306.8,306.X,306.X,TRUE,0,306.8,Familiensoziologie,,,,,,,,,,LEG 38*-LEG 42* OR QUC 400,,,,,,,,,,,,,,"lkl=""leg 38?-leg 42?"" or lkl=""quc 400""",,,,,"{""fi"":""lkl=\""leg 38?-leg 42?\"" or lkl=\""quc 400\""""}"
306.9,306.9,306.X,306.X,TRUE,0,306.X,Sonstiges,"hier 306.1, 306.6, 306.7, 306.9 zus.gefaßt",,,,,,,,,LEY 210,,,,,,,,,,,,,,"lkl=""ley 210""",,,,,"{""fi"":""lkl=\""ley 210\""""}"
307,307,30X,30X,TRUE,0,307,"Gemeinden, Gemeinschaften",,,,,,,,,,LEE 18*-LEE 21* OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300,,,,,,,,,,,,,,"lkl=""lee 18?-lee 21?"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300""",,,,,"{""fi"":""lkl=\""lee 18?-lee 21?\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\""""}"
31*,31X,3XX,3XX,TRUE,0,314,Statistik,,,,,,,,,,LC* OR LCA 000,,,,,,,,,,,,,,"lkl=""lc?"" or lkl=""lca 000""",,,,,"{""fi"":""lkl=\""lc?\"" or lkl=\""lca 000\""""}"
32*,32X,3XX,3XX,TRUE,8,32*,Politikwissenschaft,,,,,,,,,,LF* OR LG* OR LH*,,,,,,,,,,,,,,"lkl=""lf?"" or lkl=""lg?"" or lkl=""lh?""",,,,,"{""fi"":""lkl=\""lf?\"" or lkl=\""lg?\"" or lkl=\""lh?\""""}"
320.*,320.X,32X,32X,TRUE,6,320.*,Politik und Staat,,,,,,,,,,PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200 OR LFQ* OR LFR* OR LFS*,,,,,,,,,,,,,,"lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200"" or lkl=""lfq?"" or lkl=""lfr?"" or lkl=""lfs?""",,,,,"{""fi"":""lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\"" or lkl=\""lfq?\"" or lkl=\""lfr?\"" or lkl=\""lfs?\""""}"
320.0*,320.0X,320.X,320.X,TRUE,5,,nach Zeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
320.01,320.01,320.0X,320.0X,TRUE,0,320.* AND t0900,Zeitlich übergreifend,,,,,,,,,,PNN 200 OR LFQ* OR LFR* OR LFS*,,,,,,,,,,,,,,"lkl=""pnn 200"" or lkl=""lfq?"" or lkl=""lfr?"" or lkl=""lfs?""",,,,,"{""fi"":""lkl=\""pnn 200\"" or lkl=\""lfq?\"" or lkl=\""lfr?\"" or lkl=\""lfs?\""""}"
320.02,320.02,320.0X,320.0X,TRUE,0,320.* AND t0902,Mittelalter,,,,,,,,,,LFQ* OR LFR* OR LF* OR PNO 200,,,,,,,,,,,,,,"lkl=""lfq?"" or lkl=""lfr?"" or lkl=""lf?"" or lkl=""pno 200""",,,,,"{""fi"":""lkl=\""lfq?\"" or lkl=\""lfr?\"" or lkl=\""lf?\"" or lkl=\""pno 200\""""}"
320.03,320.03,320.0X,320.0X,TRUE,0,320.* AND t0903,Frühe Neuzeit,,,,,,,,,,PNP 200 OR LFQ* OR LFR* OR LF* ,,,,,,,,,,,,,,"lkl=""pnp 200"" or lkl=""lfq?"" or lkl=""lfr?"" or lkl=""lf? """,,,,,"{""fi"":""lkl=\""pnp 200\"" or lkl=\""lfq?\"" or lkl=\""lfr?\"" or lkl=\""lf? \""""}"
320.04,320.04,320.0X,320.0X,TRUE,0,320.* AND t09034,19. Jahrhundert,,,,,,,,,,PNQ 200 OR LFQ* OR LFR* OR LF* ,,,,,,,,,,,,,,"lkl=""pnq 200"" or lkl=""lfq?"" or lkl=""lfr?"" or lkl=""lf? """,,,,,"{""fi"":""lkl=\""pnq 200\"" or lkl=\""lfq?\"" or lkl=\""lfr?\"" or lkl=\""lf? \""""}"
320.05,320.05,320.0X,320.0X,TRUE,0,320.* AND t0904,20. Jahrhundert,,,,,,,,,,PNR 200 OR LFQ* OR LFR* OR LF* ,,,,,,,,,,,,,,"lkl=""pnr 200"" or lkl=""lfq?"" or lkl=""lfr?"" or lkl=""lf? """,,,,,"{""fi"":""lkl=\""pnr 200\"" or lkl=\""lfq?\"" or lkl=\""lfr?\"" or lkl=\""lf? \""""}"
320.1,320.1,320.X,320.X,TRUE,0,320.A,Allgemeines,"hier 320.1, 320.3, 320.6 zus.gefasst",,,,,,,,,PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200,,,,,,,,,,,,,,"lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200""",,,,,"{""fi"":""lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\""""}"
320.4*,320.4X,320.X,320.X,TRUE,5,320.4,Regierung,,,,,,,,,,PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200 OR LFS 120,,,,,,,,,,,,,,"lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200"" or lkl=""lfs 120""",,,,,"{""fi"":""lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\"" or lkl=\""lfs 120\""""}"
320.41,320.41,320.4X,320.4X,TRUE,0,320.4 AND t0900,Zeitlich übergreifend,,,,,,,,,,PNN 200,,,,,,,,,,,,,,"lkl=""pnn 200""",,,,,"{""fi"":""lkl=\""pnn 200\""""}"
320.42,320.42,320.4X,320.4X,TRUE,0,320.4 AND t0902,Mittelalter,,,,,,,,,,PNO 200,,,,,,,,,,,,,,"lkl=""pno 200""",,,,,"{""fi"":""lkl=\""pno 200\""""}"
320.43,320.43,320.4X,320.4X,TRUE,0,320.4 AND t0903,Frühe Neuzeit,,,,,,,,,,PNP 200,,,,,,,,,,,,,,"lkl=""pnp 200""",,,,,"{""fi"":""lkl=\""pnp 200\""""}"
320.44,320.44,320.4X,320.4X,TRUE,0,320.4 AND t09034,19. Jahrhundert,,,,,,,,,,PNQ 200 ,,,,,,,,,,,,,,"lkl=""pnq 200 """,,,,,"{""fi"":""lkl=\""pnq 200 \""""}"
320.45,320.45,320.4X,320.4X,TRUE,0,320.4 AND t0904,20. Jahrhundert,,,,,,,,,,PNR 200,,,,,,,,,,,,,,"lkl=""pnr 200""",,,,,"{""fi"":""lkl=\""pnr 200\""""}"
320.5,320.5,320.X,320.X,TRUE,0,320.5,Politische Ideologien,,,,,,,,,,PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200 OR LFK*,,,,,,,,,,,,,,"lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200"" or lkl=""lfk?""",,,,,"{""fi"":""lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\"" or lkl=\""lfk?\""""}"
320.8,320.8,320.X,320.X,TRUE,0,320.8,"Kommunalpolitik, regionale Politik",,,,,,,,,,PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200,,,,,,,,,,,,,,"lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200""",,,,,"{""fi"":""lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\""""}"
320.9,320.9,320.X,320.X,TRUE,0,320.9,Politische Lage und Verhältnisse,,,,,,,,,,PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200,,,,,,,,,,,,,,"lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200""",,,,,"{""fi"":""lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\""""}"
321.*,321.X,32X,32X,TRUE,5,321,Staatsformen und Regierungssysteme,,,,,,,,,,LFR*,,,,,,,,,,,,,,"lkl=""lfr?""",,,,,"{""fi"":""lkl=\""lfr?\""""}"
321.1,321.1,321.X,321.X,TRUE,0,321 AND t0900,Zeitlich übergreifend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
321.2,321.2,321.X,321.X,TRUE,0,321 AND t0902,Mittelalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
321.3,321.3,321.X,321.X,TRUE,0,321 AND t0903,Frühe Neuzeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
321.4,321.4,321.X,321.X,TRUE,0,321 AND t09034,19. Jahrhundert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
321.5,321.5,321.X,321.X,TRUE,0,321 AND t0904,20. Jahrhundert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
322.*,322.X,32X,32X,TRUE,1,322,Beziehungen des Staats zu organisierten Gruppen,,,,,,,,,,LFN* OR PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200,,,,,,,,,,,,,,"lkl=""lfn?"" or lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200""",,,,,"{""fi"":""lkl=\""lfn?\"" or lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\""""}"
322.1*,322.1X,322.X,322.X,TRUE,5,322.1,Kirche und Staat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
322.11,322.11,322.1X,322.1X,TRUE,0,322.1 AND t0900,Zeitlich übergreifend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
322.12,322.12,322.1X,322.1X,TRUE,0,322.1 AND t0902,Mittelalter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
322.13,322.13,322.1X,322.1X,TRUE,0,322.1 AND t0903,Frühe Neuzeit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
322.14,322.14,322.1X,322.1X,TRUE,0,322.1 AND t09034,19. Jahrhundert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
322.15,322.15,322.1X,322.1X,TRUE,0,322.1 AND t0904,20. Jahrhundert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
323.*,323.X,32X,32X,TRUE,4,323.*,Grundrechte und politische Rechte,,,,,,,,,,NT 37*-NT 39* OR NKD 04* OR NKD 05* OR NKD 06* OR NKD 07* OR NKD 08* OR NKD 09* OR NKD 1** OR NKD 200 OR PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200,,,,,,,,,,,,,,"lkl=""nt 37?-nt 39?"" or lkl=""nkd 04?"" or lkl=""nkd 05?"" or lkl=""nkd 06?"" or lkl=""nkd 07?"" or lkl=""nkd 08?"" or lkl=""nkd 09?"" or lkl=""nkd 1?"" or lkl=""nkd 200"" or lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200""",,,,,"{""fi"":""lkl=\""nt 37?-nt 39?\"" or lkl=\""nkd 04?\"" or lkl=\""nkd 05?\"" or lkl=\""nkd 06?\"" or lkl=\""nkd 07?\"" or lkl=\""nkd 08?\"" or lkl=\""nkd 09?\"" or lkl=\""nkd 1?\"" or lkl=\""nkd 200\"" or lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\""""}"
323.0,323.0,323.X,323.X,TRUE,0,323.A,"Allgemeines, Menschenrechte","hier 323.3, 323.5 zus.gefasst, teilweise auch 323.4",,,,,,,,,NQD 0*,,,,,,,,,,,,,,"lkl=""nqd 0?""",,,,,"{""fi"":""lkl=\""nqd 0?\""""}"
323.1,323.1,323.X,323.X,TRUE,0,323.1,Minderheitenfragen,,,,,,,,,,PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300 OR QUB 400 OR NQD 550 OR NQD 700,,,,,,,,,,,,,,"lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300"" or lkl=""qub 400"" or lkl=""nqd 550"" or lkl=""nqd 700""",,,,,"{""fi"":""lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\"" or lkl=\""qub 400\"" or lkl=\""nqd 550\"" or lkl=\""nqd 700\""""}"
323.4,323.4,323.X,323.X,TRUE,0,323.4,Meinungs- und Informationsfreiheit,"hier würden lt. DDC auch andere spezielle Grundrechte hingehören, wir aber zu 323.A",,,,,,,,,NT 375 OR PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200,,,,,,,,,,,,,,"lkl=""nt 375"" or lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200""",,,,,"{""fi"":""lkl=\""nt 375\"" or lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\""""}"
323.6,323.6,323.X,323.X,TRUE,0,323.6,Staatsbürgerschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
324.*,324.X,32X,32X,TRUE,3,324.*,Der politische Prozess,,,,,,,,,,PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200 OR LFS*,,,,,,,,,,,,,,"lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200"" or lkl=""lfs?""",,,,,"{""fi"":""lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\"" or lkl=\""lfs?\""""}"
324.2,324.2,324.X,324.X,TRUE,0,324.2,Politische Parteien,hier 324.1-3 zusammengefasst,,,,,,,,,PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200 OR LFN 100 OR LFN 120,,,,,,,,,,,,,,"lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200"" or lkl=""lfn 100"" or lkl=""lfn 120""",,,,,"{""fi"":""lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\"" or lkl=\""lfn 100\"" or lkl=\""lfn 120\""""}"
324.4,324.4,324.X,324.X,TRUE,0,324.4,Interessengruppen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
324.6,324.6,324.X,324.X,TRUE,0,324.6,Wahlsysteme,"hier auch 324.5, 324.7, 324.9",,,,,,,,,LFS 370 OR LFS 400 OR PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200,,,,,,,,,,,,,,"lkl=""lfs 370"" or lkl=""lfs 400"" or lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200""",,,,,"{""fi"":""lkl=\""lfs 370\"" or lkl=\""lfs 400\"" or lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\""""}"
325,325,32X,32X,TRUE,0,325,Internationale Migration,,,,,,,,,,QUB 500 OR PNN 300 OR PNO 300 OR PNP 300 OR PNQ 300 OR PNR 300 OR NQD 370 OR QEG*,,,,,,,,,,,,,,"lkl=""qub 500"" or lkl=""pnn 300"" or lkl=""pno 300"" or lkl=""pnp 300"" or lkl=""pnq 300"" or lkl=""pnr 300"" or lkl=""nqd 370"" or lkl=""qeg?""",,,,,"{""fi"":""lkl=\""qub 500\"" or lkl=\""pnn 300\"" or lkl=\""pno 300\"" or lkl=\""pnp 300\"" or lkl=\""pnq 300\"" or lkl=\""pnr 300\"" or lkl=\""nqd 370\"" or lkl=\""qeg?\""""}"
327.*,327.X,32X,32X,TRUE,5,327,Internationale Beziehungen,,,,,,,,,,PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200 OR LFS 46*-LFS 52*,,,,,,,,,,,,,,"lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200"" or lkl=""lfs 46?-lfs 52?""",,,,,"{""fi"":""lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\"" or lkl=\""lfs 46?-lfs 52?\""""}"
327.1,327.1,327.X,327.X,TRUE,0,327 AND t0900,Zeitlich übergreifend,,,,,,,,,,PNN 200,,,,,,,,,,,,,,"lkl=""pnn 200""",,,,,"{""fi"":""lkl=\""pnn 200\""""}"
327.2,327.2,327.X,327.X,TRUE,0,327 AND t0902,Mittelalter,,,,,,,,,,PNO 200,,,,,,,,,,,,,,"lkl=""pno 200""",,,,,"{""fi"":""lkl=\""pno 200\""""}"
327.3,327.3,327.X,327.X,TRUE,0,327 AND t0903,Frühe Neuzeit,,,,,,,,,,PNP 200,,,,,,,,,,,,,,"lkl=""pnp 200""",,,,,"{""fi"":""lkl=\""pnp 200\""""}"
327.4,327.4,327.X,327.X,TRUE,0,327 AND t09034,19. Jahrhundert,,,,,,,,,,PNQ 200,,,,,,,,,,,,,,"lkl=""pnq 200""",,,,,"{""fi"":""lkl=\""pnq 200\""""}"
327.5,327.5,327.X,327.X,TRUE,0,327 AND t0904,20. Jahrhundert,,,,,,,,,,PNR 200,,,,,,,,,,,,,,"lkl=""pnr 200""",,,,,"{""fi"":""lkl=\""pnr 200\""""}"
328,328,32X,32X,TRUE,0,328,"Gesetzgebungsprozess, gesetzgebende Körperschaften",,,,,,,,,,LFS 100 OR LFS 120 OR NT 445 OR NT 450 OR PNN 200 OR PNO 200 OR PNP 200 OR PNQ 200 OR PNR 200,,,,,,,,,,,,,,"lkl=""lfs 100"" or lkl=""lfs 120"" or lkl=""nt 445"" or lkl=""nt 450"" or lkl=""pnn 200"" or lkl=""pno 200"" or lkl=""pnp 200"" or lkl=""pnq 200"" or lkl=""pnr 200""",,,,,"{""fi"":""lkl=\""lfs 100\"" or lkl=\""lfs 120\"" or lkl=\""nt 445\"" or lkl=\""nt 450\"" or lkl=\""pnn 200\"" or lkl=\""pno 200\"" or lkl=\""pnp 200\"" or lkl=\""pnq 200\"" or lkl=\""pnr 200\""""}"
33*,33X,3XX,3XX,TRUE,6,33*,Wirtschaft,,,,,,,,,,PNN 400 OR PNO 400 OR PNP 400 OR PNQ 400 OR PNR 400 OR LM* OR LC* OR LQ*,,,,,,,,,,,,,,"lkl=""pnn 400"" or lkl=""pno 400"" or lkl=""pnp 400"" or lkl=""pnq 400"" or lkl=""pnr 400"" or lkl=""lm?"" or lkl=""lc?"" or lkl=""lq?""",,,,,"{""fi"":""lkl=\""pnn 400\"" or lkl=\""pno 400\"" or lkl=\""pnp 400\"" or lkl=\""pnq 400\"" or lkl=\""pnr 400\"" or lkl=\""lm?\"" or lkl=\""lc?\"" or lkl=\""lq?\""""}"
330.*,330.X,33X,33X,TRUE,5,330.90,Wirtschaftsgeschichte,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
330.1,330.1,330.X,330.X,TRUE,0,330.90 AND t0900,Zeitlich übergreifend,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
330.2,330.2,330.X,330.X,TRUE,0,330.90 AND t0902,Mittelalter,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
330.3,330.3,330.X,330.X,TRUE,0,330.90 AND t0903,Frühe Neuzeit,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
330.4,330.4,330.X,330.X,TRUE,0,330.90 AND t09034,19. Jahrhundert,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
330.5,330.5,330.X,330.X,TRUE,0,330.90 AND t0904,20. Jahrhundert,doppelt aufgeführt,,,,,,,,,,,,,,,,,,,,,,,,,,,,{}
331.*,331.X,33X,33X,TRUE,5,330.91,"Allgemeines, wirtschaftliche Lage",,,,,,,,,,PNN 400 OR PNO 400 OR PNP 400 OR PNQ 400 OR PNR 400 OR LM 0**,,,,,,,,,,,,,,"lkl=""pnn 400"" or lkl=""pno 400"" or lkl=""pnp 400"" or lkl=""pnq 400"" or lkl=""pnr 400"" or lkl=""lm 0?""",,,,,"{""fi"":""lkl=\""pnn 400\"" or lkl=\""pno 400\"" or lkl=\""pnp 400\"" or lkl=\""pnq 400\"" or lkl=\""pnr 400\"" or lkl=\""lm 0?\""""}"
